"Review","Review_rating"
"Kia Seltos is yet to hit the Indian Roads, but it already promises to be the best in its class. Kia Seltos stunning design and sporty looks are gonna impress the Indian car buyers and will definitely be the best selling car in the market. KIA is offering the latest technology in its car at an affordable price to compete against its rivals. Kia Selt...Read More",5
"Kia Seltos looks Amazingly rugged. The headlights and shoulder line gives a masculine look. Its front grill is oozing with an appeal while the alloy design is awesome.
",5
"Kia Seltos looks brilliant for sure it il rock the SUV segment, with a lot of features. The design is nice in this budget range.
",5
"Kia Seltos is a great Car, the brand has covered every aspect and has done a great job with terms to design, features, interiors. The best part is the pricing which I consider a big plus, as the majority of us are looking for cars which are in the range of 10 lakhs to 15 lakhs. Decent Car, Great Features and Perfect Pricing.
Read More",5
"Kia is a stunning stylishly designed Midsize SUV. At the price that it is offered, it is way better than Audi & BMW. The features offered in KIA are world class and are the latest technology. KIA has done an excellent job in making and launching its first car in the Indian market. KIA Seltos is definitely gonna be the best SUV in its class
Read More",5
"Kia Seltos must be the revolutionary company in the Indian automobile market.
",5
"Kia Seltos is a very good SUV in India, very nice look Exterior and very good design company. It works best. 
",4
"Overall Kia Seltos is looking killer. Best rival in the market for kicks and Creta. Loved the car. Functions and look.
",5
"The car really has elegant looks. It has extraordinary features and specifications with great technology. Kia will truly take the market of the SUV segment.
",4
"This is a nice car. The features are amazing. The looks are great. 
",5
"Everything is just marvellous about this SUV... will capture the market in 2yrs. The exterior is looking compact and stylish.. a fresh feel is there in comparison to Creta which the people have become used to. Kia has done well not going for bigger size like harrier or hector which should make it more fun to drive and economic. Interiors, and featu...Read More",5
"Kia Seltos certainly belongs to a next-gen SUV lineup coming to India. I wonder of how it's body strength, and structural capacity shall place it in the safety and security segment, all the features and design and power is eagerly welcomed, but body strength is of utmost importance.
Read More",4
"The stunning looks will attract the customers and there are all chances of getting a quick hit among the Indians. The safety and comfort are blended proportionately without neglecting aesthetics of compact SUV. The car would set the new standards in the Indian auto industry.
Read More",4
"Mind-blowing car by Kia Motors. This car will capture Indian market.
",5
"The looks of the car are amazing with good ground clearance and great mileage.
",5
"Superb looking car and future excellent color options and the interior was interesting it's better than all his segment Get it into lunch early in this year on roads dashing design super lights cubed like headlights no words to say Kia is fantastic job to create this car amazing future in India 
Read More",5
"I want to buy this car because I love this car. I searched for all those specifications of this car...It has awesome features.
"Kia Seltos is a good car, mileage is also good, pickup is not good there should be internet like MG there should be more facilities like MG, overall for middle-class people, it is good, cc should be more, sunroof should be little big, speedometer should have lights like Maruti Vitara, Brezza has with 5 colours.
Read More" 4
"Kia Seltos is the safest car in the world and it has many functions and lit has six airbags I have purchased this car.
" 5
"Kia Seltos is the King of road, value for money, dreams of every family, personally I recommend to buy this car who like to spend 19 to 20 lakh. Good space inside the car. Music system sounds feels like a theatre. Kia motors give the best product in an Indian market. Car cabin is so silent.
Read More" 5
"Kia Seltos is a nice car, built quality is so good, good mileage, good power, the latest features, good cabin space.
" 5
"Kia Seltos review, Design: 4/5, Interiors: 4/5, Front space: 5/5, Rear space: 3.5/5, Boot space: 4/5, Mileage: 14 in city and 20 in highway, Comfort: 4/5, Value for money: 3.5/5, Driving pleasure: 4.5/5, Has a nice feel-good factor to it. Drives very well and is convenient for both city and highway.
Read More" 4
"The car Kia Seltos is best in class it gives full value for money. The car is good looking as well, alloys of the car are superb The car has captured a good market in India.
Read More" 5
"Review" "Review_rating"
"Kia Seltos has amazing ride quality and premium cabin experience. With lots of features its fun to drive. Handling is very good, especially in tight corners and city traffic. The pickup is very good and satisfactory. Cabin noise cancellation works like a charm. A definite head-turner on roads.
Read More" 5
"Kia Seltos is a nice car with superb features in this segment, like sunroof, HUD (DISPLAY), Cruise control, 360 degree camera, left & right side turn with came view, tyre pressure monitoring, wireless charger, digital air quality display at the rear, front driver power seat, LED light and many amazing features in GT model.
Read More" 5
"Super look and attractive interior mind-blowing car Kia Seltos is. The display is awesome, Exterior is good looking in red colour. In very low price we will get high-tech car Kia Seltos engine sound is very cool, It's like a luxurious car You must buy this car for a perfect ride. Cars technology is updated, I really like the exterior of this car an...Read More" 5
"Kia Seltos is the best car in this segment. awesome design, sharp look, top-class features and trust of Kia, Kia future depends on this car, it is the first car of Kia motors so Kia does not make any compromise with this car, this car is an award-winning car, this car has all the features looks we want in the car, Seltos is the best car.
Read More" 5
"I am the proud owner of Kia Seltos Techline petrol. I must say amazing drive quality, perfect handling, smooth engine, a great feature in this segment and class, it's a sure shot value for money and icing on the cake is the mileage of 19+ on the highway. Service points coverage is well established now in the whole country.
Read More" 5
"Kia Seltos is a very nice car but the problem is its price as it is little high while the feature of the car is very nice as I mostly liked the sunroof and many more exciting features which make it very comfortable.
Read More" 4
"I have purchased this car in the previous month. It is so comfortable with awesome features. Thank you, KIA.
" 5
"Kia Seltos is a very nice car, it is so comfortable car in over-all looks the cars the car is amazing and great, has got many features in this price which in general offered in cars above 40 lakhs price range. It is a great pick. My Friend took a test drive and to see him explaining the feature and driving experience was something I recall almost e...Read More" 5
"I have purchased KIA Seltos on the previous month. I am fully satisfied with this car. Driving and suspension are very comfortable and smooth gear transmission also.
" 5
"Kia Seltos is an awesome SUV. Design and look are excellent. I loved its look and design. And features are pretty good in slots.
" 5
"Listen I don't have Kia Seltos but my uncle has and after driving it I can say that it is the best car in its segment and more I never got any issues while driving it. It has great speakers and the display is awesome. One thing I can say that its sports mode is better than any other car I drove.
Read More" 5
"It is a good car, however, price is a bit high for diesel models. Looks of the car are awesome. Nice interior along with the fantastic handling. 
" 4
"Kia Seltos is a Great Car. Good Performance. Feel like Luxurious. Milage of the car is very good on the highway. It's almost 17 and in city it's 9 to 10.
" 5
"Kia Seltos is a  very good looking car and nice future. Kia car provides great safety and easy to drive the car.
" 4
"I was planning to buy a new car. Typically, SUV. I took a test drive for harrier, MG Duster, Creta... Found harrier to be overall sufficing all parameters that \"I\" expect in my car. Then, ce in kia seltos and once i test drove it, I was sold completely.. the features are top-notch ..the range of variant is annoyingly large but it helps to be picky ...Read More" 4
"Best in its segment and touching a record. Best in class features and ac no 1 and Kia means a powerful vehicle.
" 5
"An Amazing car with best features available as compared to other cars available in a similar segment with BSVI engine. Car's looks are good but not sure about the service network of this car.
Read More" 5
"Have a stunning look from outside as well as inside. Comfortable and safety are better than compared to all other cars.. Felt in love with this car and good performance. 
Read More" 5
"The best Hi-tech car will be a bomb in the market the best in its segment with all latest features of future the style the exterior the interior handling all a class kia seltos will blow the car market in this affordable rate with best features loaded in this car the curves of car finish and seats are very comfortable.
Read More" 5
"Perfect car for the perfect India as everyone going for creta but its better than creta in comparison to features and handling performance this is a perfect rival for all other 4 meters plus SUV. According to budget and features, htx should be the choice of variant
Read More" 5
"Kia has debuted in the Indian car market by launching a great car. Though this car is based upon Hyundai Creta. The riding is comfortable. The styling and handling are good. The mileage could be a drawback. This is a great car. The designing and looks are fantastic. The refinement is excellent. The ride quality is superb and easily comparable to th...Read More" 5
"Nice car, this car is just like magic no other company in the world of cars can compare their car with Kia company firstly I thought that MG is better than Kia but I was wrong.
Read More" 5
"Amazing road presence and excellent pricing strategy by Kia which entered the Indian market with a Bang. The petrol variants in the HTX series is the total value for money. Whereas the GTX variants are priced inappropriately.
Read More" 4
"Kia Seltos is a very nice car and fun to drive, new and young design, well equipped with useful tech and features. It is the best value package car in the market for a small family that offers good design in exterior and interior. Interiors have many but useful features for daily use like ventilated seats, a 10-inch infotainment system, and many ot...Read More" 5
"The car is a tech paradise. The bose speakers provide incredible audio. All the technology in this car is really new for India. If it had an electric variant that would be the coolest car in India. All of this comes at a great price. It is like a quintessential car for a family of 5. It can be used in all kinds of terrain. It is more attractive and...Read More" 5
"Seltos is a good vehicle, driving smooth, the long run is comfortable.
" 5
"Kia Seltos is a Fantastic car. Fantastic design and looks. High-performance engine.
" 5
"The Seltos is an amazing car to buy and it is one of the most comfortable cars in this price range and one more thing this is only one car that offers such functions at this price.
Read More" 5
"The cabin feels luxurious. The sound system is also good. Overall, the experience is very generous. The car offers best in class features with a very competitive price. The only competitor of this car is Hyundai Creta(Top model) Seltos beats every car in its segment but personally comparing the top models of Seltos and Creta makes it to the front.
Read More" 5
"This is an awesome car in the segment. The interior is superb. The looks are nice. The seating is comfortable. It is a spacious car. 
" 5
"Review" "Review_rating"
"Kia has launched its first car in SUV segment that is Kia Seltos. Kia launched the car at a very competitive price of SUV segment. SUVs nowdays actually preferd in Indian auto market. Kia has completely given a good design to Seltos, after being an owner of seltos you actually do not need to make any changes like changing rear lights, tail lights a...Read More" 4
"Kia Seltos is a new mid-size SUV. I am currently loving it as it's loaded with features like sunroof, touchscreen infotainment system and many more. It has sufficient space for 5 people. The sporty and bulky looks make it more awesome. I think the price is a bit high for this car otherwise, it's worthy to buy.
Read More" 5
"Kia Seltos is a car that is made with a unique design. This car has been the most awaited compact SUV. It has become the most selling car by crossing over 50,000 bookings in the past 3 months. Kia Seltos is a feature-loaded car by providing the bose speakers, heads up display, ambient lighting, etc. This car has been the most successful car in its ...Read More" 5
"The cost of the Kia Seltos is very good and the interiors are of top-notch quality and did not feel the cheap quality. Even the base model also has good quality interior. The GT line version of the car has a very good engine and it has all the high-end features which we cannot see in its rivals. This made the seltos a very good option among its riv...Read More" 5
"Its been 15 days on Kia Seltos GTx+ Petrol, its a wonderful car with excellent features. Turbo engine picks up very fast (100 KMPH in 9-10 secs). On highways it just smoothly flies. Some of the features are really very good like when you switch on the signal to turn, you get a view of that side in your dashboard from the camera even covering blind ...Read More" 5
"Indians almost forgot what SUV means, Kia Seltos may have some premium features but lacks 4X4 or AWD. Without these features off road, riding is almost not possible. Coming to pricing it is overly priced, just by adding around 10% to the top end variant we can get true SUV like Mahindra XUV 5OO which is also a 7 seater. So I personally feel going f...Read More" 1
"Kia Seltos is a beautiful car wuth nice interiors at a decent price. 
" 5
"I took delivery of Kia Seltos diesel automatic and before I reached home driving 15 Kms, I encountered the following issues: 1. Burning smell from hornet, 2. Oil spill over engine cover, 3. Excessive heat from front grill When I asked my dealer , he was cool enough to tell I will raise an issue with his service department. 
Read More" 1
"Kia Seltos is very comfortable. Nice family car, mileage is also very good. There are more advanced features like rear shade mirror, etc.
" 5
"Kia Seltos has nice dual-tone lavish interior, functional dashboard, powerful steering and many more good features.
" 5
"Kia Seltos is the best car available in the segment with bose surround speakers, 360° camera with high resolution, electronically adjustable seats, sunroof, packed up with safety feature and it also has several engine option depending on the choice of the customer and with the elegant interior option with dual-tone dashboard and more. Though sharin...Read More" 5
"The driving experience of Seltos GT 1.4 Turbo petrol with DCT is commendable. It handles very well on highways, around corners and manages easily while overtaking in city drive. Infotainment system has got apple android car play and interface is really good compared to Hector. The quality of fit and finish is very good compared with any car even ab...Read More" 5
"Kia Seltos is an excellent car and features are also very good. The exterior design is very awesome and important thing is a lot of variants are available. For a low end, middle end and top end all people can enjoy while buying this car. Only one thing, the waiting period is a little bit more.
Read More" 5
"Kia Seltos is a superb car. With all great specs and full features, the car has everything. Just loved it. The car is amazing, it is going to be a great car for Indian people in this range.
Read More" 5
"What a wonderful Car Kia Seltos is! I drove BMW 5 series as a test drive. I was so impressed, I thought no other car can match the power of BMW. I must truly say Kia Seltos GTX+ DCT is the best of all cars. Such amazing drive with endless features. People were stopping me on the road to know about Kia Seltos. At Night it gives another beautiful fee...Read More" 5
"Kia Seltos is a very nice car, it has good space and driving comfort. The 1.4 lit petrol engine gives a highway mileage of 17.8Kmpl.
" 5
"Worst car ever I have experienced. Price is too much, you get better features even at a lesser price. It has the worst interior plastic quality. I myself owned the Kia Seltos HTK Plus variant. You can't drive at night the fog is putting up very fast very disappointed with this car.
Read More" 1
"Kia Seltos is the future, Kia has added each an everything that a car needs, the cabin is comfortable and is the best thing of the car. There's nothing to dislike in the cabin it gives a luxurious feeling and the instrument cluster gives a bold, sassy look to interior and the black finish looks best. The plastic quality is also good, boot space is ...Read More" 5
"Kia's first offering will go up against some tough competition. Our 1st look at the Kia Seltos seems to suggest it will do more than just fine in this bunch. The engine is already bs 6 compatiable and they will run perfectly in the present fuel also. The seltos is Kia's 1st made in India product. And its a prety impressive vehicle on the inside and...Read More" 5
"Kia Seltos is the best car. A great alternative to other cars in the segment. Way more feature-loaded than any other rival. Superb ride quality and handling.
" 5
"Kia Seltos is nice SUV overall, it has nice height and design and it tyre is so nice it reflects even if we go to sun it is nice car and it is a foreign company and car colour is so nice overall it has projector headlights offers by Kia motors and it has seven airbags on top model Kia Seltos is the future Kia has added everything.
Read More" 5
"I saw lots of people cribbing about how Kia has come up with weak engines or price is little high, it's a mid-size SUV which competes with Creta, kicks, Duster, Ecosport with tech line of Seltos and if you want better performance you can go with gt line. I am getting 1.5-litre petrol a one above base model of 11 lakhs. It has a good engine. 5 peopl...Read More" 5
"Kia Seltos has classy looks, better engine, with new BS6 norms. Having a turbocharged engine with great power. Awesome driving experience.
" 5
"Kia Seltos is overall power-packed performance. In the era of cheap and best, it is quality and best. Many of the segment first features are alluring. The interior takes your heart away at once. The exterior is the least of your concern, as it catches your eyes from a very far away distance. The ride quality is better than Creta, and it can beat Cr...Read More" 5
"The Seltos has awesome looks and interiors also. The car is best for all SUV and tail light is also different from other cars.
" 5
"The Kia Seltos is a superb car, best choice I like the pickup, excellent light, and good service.
" 5
"Kia Seltos is a feature boosted car, but all the features are available in the petrol GT line 1.4 Ltr turbocharged engine and only one diesel top variant engine. They could give some of the features in lower variants also.
Read More" 3
"Driving HKT+, value for money. Nothing is missing in interiors. Mileage on the highway is around 26-29/L, in diesel. Rear seats are spacious for three persons.
" 5
"Excellent build quality and best features offered in this price range. No one offered this type of feature in this price range.
" 5
"Kia Seltos is the best budget car with amazing features and looks like a luxurious car. I love the inbuilt car, air purifier, headlights are also good, very comfortable car and the red colour of the car looks amazing. Kia has debuted in the Indian car market by launching a great car.
Read More" 5
"Review" "Review_rating"
"Kia Seltos is the best car, in this car you get all the features that a normal customer requires, but if you are going for higher variants then you get more luxury features but talking about base models, the car performs well. Now talking about top models you get all the luxury features which high-end users want, the sporty look of the car makes it...Read More" 5
"Kia motors forayed into the Indian market with a full bang on preparations and made a product which is worth applause. The driving dynamics are spot on, features are well loaded like 360* parking camera, 7 inch heads up display, ventilated seats, air purifier. You name it and Kia seltos have it. The engines are really great but the showstopper is t...Read More" 5
"Kia Seltos has superb interior and great display screen. Great color options available and looks stunning as well. Its give a royal look on Indian roads. The height of the car and the ground clearance is superb for indian roads. Apart from great looks, its engine is smooth and cabin noise is super silent. In the end, a car is very unique and one of...Read More" 5
"The Kia Seltos is so amazing the looks are extravagant. The front end of the Seltos is particularly impressive. The huge tiger-nose grille is Kia's design trademark. The quality levels of the Seltos of both versions of the car that we tested are simply phenomenal.
Read More" 5
"The five-seat SUV is Kia's first model for India and has the task of establishing the Korean carmaker in our market. It does have the right ingredients for the job. The Seltos is attractive, keenly priced and comes with a wide range of engine and gearbox options. On offer are 1.5-litre petrol, 1.4-litre turbo-petrol and 1.5-litre diesel engines, ea...Read More" 5
"This Kia Seltos gonna be game-changer in the automotive industry because it is gonna win the hearts of every Indian car lovers through its stylish and sporty look. And the Kia company is very known for their cars as they are stronger, trusted and performer in the automotive industry in the world. Thank you.
Read More" 5
"WhenKia came up with its new model seltos every one was excited and when it was launched by a bulk of features and it was a success for Kia. Kia Seltos is a very good engineered vehicle with all new features that we need in our day to day life like keyless entry, Connected car, etc. It has croosed more than 35,000 happy customers.
Read More" 5
"Kia Seltos has very bad quality interiors plastic, front grill is of plastic. The inner space id good, good seat comfort, and the pick up is good in petrol model.
" 2
"Kia Seltos has an excellent performance, superb design, best in features, smooth drive, best price range and comfort.
" 5
"The Kia seltos is best to other cars, and the look of this car is great and the feature of the car is very important to others cars, and this car compares the other SUV cars this car performance is also very good and I saw all the version of this car is very good medium people also got this car.
Read More" 5
"Most of the new and smart features given in Kia Seltos at a reasonable price.

1.smart air purifiers

2.head up display.

3.360°camera view. Massive look with all led headlamp DRLS and turn indicators.

The UVO Connected car same as bluelink, it has 10.5 inches smart display with apple car play and more. Diamond cut alloy wheels. Comfortable interi...Read More" 5
"Kia Seltos is the best upmarket vehicle, basically, Kia is known for his world-class design and the material quality used is excellent. Fit-finish and the placement of the infotainment system high up in the driver's line of sight with 10.2-inch touchscreen is outstanding. Here Kia Seltos offers a powered driver's seat, ventilated front seats, ambie...Read More" 5
"Kia Seltos is the future, Kia has added each an everything that a car needs, the cabin is comfortable and is the best thing of the car. There's nothing to dislike in the cabin it gives a luxurious feeling and the instrument cluster gives a bold, sassy look to interior and the black finish looks best. The plastic quality is also good, boot space is ...Read More" 5
"Kia Seltos is the best car in the market. This car is clearly overtaken her rivals like creta, harrier, nexa . Super. Getting all the features like a led lamp, super comfort seat, led screen for media and Gps etc, adjustable steering and seats, sunroof for more luxuries feel to drive this beast. Super smooth driving experience with powerful engine ...Read More" 5
"2 airbags are the minimum safety but even the top variants of HT line get the 2 airbags only, it is very disappointing. HTX+ diesel automatic whose ex-showroom price is 16lakh has only 2 airbags. This a deal-breaker for anyone looking for diesel automatic SUV. Kia provides a lot of fancy features but when it comes to essentials they lag.
Read More" 1
"Kia is one of my favorite cars. I love the road presence of the car and the comfort level of the car. The touch screen system is superb huge and smooth to use. Seats are very much comfortable and there is a huge amount of knee room and headroom present in the car. Boot space is perfect for a long-distance.
Read More" 5
"Kia Seltos : Speakers are not of good quality, very low volume, running is very good, mileage awesome, smooth and easy to drive, lights are the best part, but annoyed to see the volume of speakers.
Read More" 3
"The best car in this segment than the Creta and special thing is that this car is equipped with a Bose stereo system which is top-notch.
" 5
"I test drove the Kia Seltos car and found it had very good in a pickup with a smooth drive. I was quite worried as I had canceled the MG Hector petrol automatic as I was not happy with the pick up and prebooked Seltos. The features are really awesome besides being smaller in size it is a great city car. The mileage also I have been told is signific...Read More" 5
"Kia Seltos is an excellent car. It has many features that we all want. In today's time, we need everything luxury so this car is also a luxury car. This car is stylish. It has good audio system with a good touchscreen and has ventilated seats. 
Read More" 5
"Kia Seltos is the best in class. A complete package for a family. Love the design and the interior design is out of the world. The driving pleasure is so comfortable. The best in the class boss audio system. It roles like a lion just too much fun riding with this machine. No doubts about the vehicle. Kia you've done a great job and helped people to...Read More" 5
"Best design car in the market, and gives a premium feel. The material which is used to make the interior is also very premium and good. At last, the car is very good.
" 5
"I got GTX+ petrol manual amazing car driving experience, full of features fully loaded It's really a vehicle would satisfy you to the extreme.
" 5
"Good looking car as compared with other SUVs, best in class and seriously I love this car.
" 5
"The car was best in driving, Comfort, and safety. Feels like premium SUV. The sports version of Kia is absolutely fantastic. The best in the feature. The interior and exterior of the car are well designs. The grill of the car looks attractive. And the best part of the car is the BOSE sound system. To be honest the best feature in the car I liked it...Read More" 5
"The Seltos has a nice car with a nice look, good interior looks and I love the make, design, and interior of the car.
" 5
"The design is marvellous. The design is very different from all the mini SUVs in India. Keep up the fire.
" 4
"Awesome design comes with good pricing. The most amazing part is the GT line. But KIA should focus on increasing the number of dealers in the city like Nagpur.
" 5
"The SUV with great features and BS6 compatibility is the key. The engine is tried and tested on Indian roads. The quality of steel is not good light doors and average shockers. The rear bench is small just to increase the boot space.
Read More" 4
"Kia's first product in India is the Kia Seltos compact SUV and I get chance to drive the car. Kia Seltos comes loaded with features and there are two engine options to choose from too.very smooth and perfect engine which feels splendid to drive and its very fun to drive. Experience the neat and compact SUV.
Read More" 5
"Review" "Review_rating"
"I test drove Kia Seltos HTX+ 1.5L Diesel AT- simply loved the vehicle. Driving was too easy and comfortable. The noise level was nearly zero, difficult to distinguish between petrol and diesel engine by its' sound. HTX+ 1.5L Diesel is missing in some advanced features such as 360 camera, HUD and 6 air-bags vis-a-vis GTX+ variant. However, GTX+1.5L ...Read More" 5
"Kia Seltos is value for money SUV. Its stylish exterior and luxurious interior features added great value to it. Overall looks and design is really class in the segment. Enhanced BS 6 power of engine surprised you. Maximum care has been taken to integrate safety features like airbags and ABS etc. Certainly you will feel pleasure to have it. Undoubt...Read More" 5
"Kia Seltos is good but diesel engine should be more powerful and the price is also expensive because the middle-class family can only extend their budget to 14lakh and the expensive price of cars is the reason behind the auto sector low sales auto industry should think about Indian middle-class family.
Read More" 3
"Kia Seltos is overpriced in featured variants and tech line features are not good to enjoy the vehicle. Boxy looks of the dashboard are not good, interior color combinations are not available, not luxurious interior. If we are driving near a hundred , mileage is coming down drastically. Families need sunroof for kids enjoyment and 6 airbags which a...Read More" 3
"I recently bought a Kia Seltos and I feel it was the best decision ever. This car exceeded all my expectations for a car in this price range. The interior quality is damn good. I picked up a diesel car and it's pretty smooth. The seats are super comfortable. There is a lot of leg space. I would recommend this car to everyone.
Read More" 5
"Kia Seltos is so amazing the looks are extravagant. I just book this car and I am waiting eagerly for its delivery. The front end of the Kia Seltos is particularly impressive the huge Tiger Nose grille is Kia Seltos design trademark. The entry-level engine will be a 1.5-liter naturally aspirated petrol engine, producing 113bhp and 144Nm. The qualit...Read More" 5
"Kia Seltos gives huge disappointment for diesel variants, as no safety features at all compared to Price you pay to the vehicle , no hill hold, no brake assist, only two airbags, no ESC. This shocked me. Due to bad luck if something happens then there is a possibility of severe injury to your family. In short, I would go for other options from segm...Read More" 3
"Hi, there I will tell u that what is including the Kia Seltos. It's all about Kia Seltos which is an SUV car & it's comparing with Creta. Its having 1.5 petrol engine & 1.5 diesel engine. In the diesel top variant, it's having only 2 airbags which are disappointing us but in a petrol variant, it included 6 airbag this is not a good thing they have ...Read More" 5
"I rate Kia Seltos 5 stars because it is very good if we see technology-wise, it is to the next level. I liked the GT line, its engine is very powerful with 6000rpm. I like the sunroof, ventilated seat, the popup speedometer, boot space, exterior look and I guess it will make a name in India and because of this car other companies might be in a prob...Read More" 5
"Kia Seltos is the worst car ever made, very poor plastic quality, Overpriced.  Jeep a long way ahead.
" 1
"Amazing driving experience by Kia Seltos, especially with the Bose, industry-leading segment ( sound system) of the car, touchscreen odometer and digital infotainment system makes the SUV value for money. Two engine options, but my personal favorite is 1.4 L turbo petrol variant. The GTK petrol version is the best version of the car. TOP features i...Read More" 5
"Kia Seltos is a nice car with lots of features but the 1.5-litre petrol doesn't get much of safety feature compared to the class and its a little bit pricey too. It has only 2 airbags and abs are in the top model of htx petrol. Overall it's a nice car. The comfort level and driving dynamics is much better than its cousin brother Creta.
Read More" 4
"Kia Seltos is pricy & feature full but not premium. Agree to many reviews on fiber quality in the interior dashboard, panoramic sunroof missing on Top End model. Beige interiors, really ??? Top-end should be all black. There are several great features and first in class but the price is sky-high. Ideally, placing top-end 30-50k below Hector was jus...Read More" 2
"I own Kia Seltos since 27th August. So far the vehicle has delivered the best and fulfilled all my expectations in all type of terrain. The build quality is definitely not Volkswagen but definitely at par with creta. The pickup handling and driveability have been great,even the highway manners have been absolutely stunning. I can simply say \"I am l...Read More" 5
"Kia Seltos is an awesome car that everyone dreams to have. It is not just a car but it is everything you need. It's a SUV that can go on terrains and at every corner wherever you take it. It's ambitious look doesn't make it a compact too. The interior is designed so well and the engine too has the real SUV power. Every corner of this car has been t...Read More" 5
"It's a competitive market, but the Kia Seltos is one of the best-looking models among its peers, and it offers up tons of interior comfort, amenities, and space. This particular three-row Kia is assuredly going to stick around for a lot longer than one model year.
Read More" 5
"Kia Seltos is a good car with BS6 compliant engine, good legroom, drove GT line automatic felt suspensions are a bit hard, pick up is a bit less compared to other SUV like Creta, ford eco sport and felt extra loaded features just a kind of cosmetic attraction.
Read More" 3
"Kia Seltos is the best car in the segment because of its powerful engine and heavy boss speakers.
" 5
"Kia Seltos has good seats. The person who is saying this that the seats are not comfortable, he is quite mistaken. The seats are made up of quite comfortable.
" 5
"Kia Seltos is the best buy for the money car. Best in the segment overall. I was about to buy an XUV or a Creta but thank God I waited for this awesome car.
" 5
"Kia seltos is feature-rich but not quality rich. Quality of ride is very bad except GT model. The plastic used inside is very bad and the diesel version is having lag. Till 2500 rpm the engine is having lag. KIA is trying to impress the customers with features rather than good quality ride. Pricing is higher in the side and maintains cost will be h...Read More" 1
"Kia Seltos is good by design but really low on quality when compared to creta or jeep. Jeep is way ahead on quality and that's the reason for the high price. Kia has been good on features list but doesn't include the core and premium feature like a panoramic sunroof, electronic parking brake, plastic quality, etc. Also the bodyweight or steel quali...Read More" 1
"Kia Seltos is good by design but really low on quality when compared to Creta or jeep. Jeep is way ahead on quality and that's the reason for a high price. Kia has been good on features list but doesn't include the core and premium feature like a panoramic sunroof, electronic parking brake, plastic quality, etc. Also the bodyweight or steel quality...Read More" 1
"Kia Seltos is really worth the money & Kia has given all the top end features that we have seen only in costly high-end cars & some features are those which we have not seen in high-end cars in spite of paying such high price for those HATS OFF TO KIA SELTOS superb great.
Read More" 5
"I own Kia Seltos since 27th August. So far the vehicle has delivered the best and fulfilled all my expectations in all type of terrain. The build quality is definitely not Volkswagen. Pickup, handling, and driveability has been great,even the highway manners have been absolutely stunning.
Read More" 5
"Kia Seltos is too overpriced and reason just some cosmetic features which don't matter much. Creta has got a better feel when driving, Creta is much smoother and has better suspensions. Kia Seltos top variants are too overpriced, looks are really good but are it worth spending so much just on looks.
Read More" 1
"Kia Seltos has great looks, features, colours and facilities. The car is very convenient, comfortable and affordable. 
" 5
"I have taken a test drive of Kia Seltos diesel and it's very good. I drove it at speed of 145 kmph and really car was sturdy and very nice. Finally based on various reviews including CARDEKHO. I have taken GTX plus on last Sunday and yet to go on a long drive. Thanks to Cardekho which has helped me in purchasing my dream. 
Read More" 5
"Kia Seltos is a nice car. All the features are fantastic. The engine is powerful and has many new features. Design is nice and looking cool.
" 4
"I have Kia Seltos it's a really good car, leg support is not good for the height of 6ft. Overall the car is really good.
" 5
"Review" "Review_rating"
"Kia Seltos:

Pros: 1. Pretty slick design, which stands out from the rest 2. BS6 compliant already 3. The dashboard looks good by design inside.

Cons: 1. The plastic quality in lower variants is quite cheap. 2. The seats are not comfortable at all.. Front seats feel quite low on-road, while back seats miss on the thigh support. 3. Features provide...Read More" 2
" Kia Seltos - Kia just made it magnificent, when I heard that a new brand is going to enter the market and its Kia l was outrageous and just booked it. Another important aspect of this car is that it's well designed and equipped with all those things which blew my mind. The worlds first air purifier along with the Head-up display and ventilated sea...Read More" 5
"I purchased Kia Seltos on 5th of Sep, I had a Remote control issue on the next, It got corrected on the next day itself. The technician came from the factory and updated the software, two days I had a bit problem. Now after updating the software, it's working fine. Driving the car is superb handling and control is amazing. Good vehicle to drive and...Read More" 4
"I bought Kia Seltos GTX + on 30th Aug. Till now I have driven it 1800 kms. Highways, hills, village everywhere I have driven it. City mileage: 12 kms per litre. Highway : 17.5 kms per litre. Village: 10.5 kms per litre. Overall I have got miileage of 14 kms per litre. Driving experience has been exemplary. 1. Awesome features. 2. It is a beast to d...Read More" 5
"I bought Kia Seltos GTX + on 30th Aug. Till now I have driven it 1800 km. Highways, hills, village everywhere I have driven it. City mileage: 12 km per litre. Highway: 17.5 km per litre. Village: 10.5 km per litre. Overall I have got mileage of 14 km per litre. The driving experience has been exemplary. 1. Awesome features. 2. It is a beast to driv...Read More" 5
"Nice car with full of space and energy. Value for money from the base model. The cabin is awesome with nice feeling of luxury. The back seat is fit for sitting of three people. The fin shape antenna starts from the base model. Ground clearance of the vehicle is quite good but could have been a little more.
Read More" 4
"Kia Seltos presented by Kia motors and has all the excellent features with a good engine. But the average is not good.
" 5
"Kia Seltos is a very comfortable car at an affordable price. It has all the features that an expensive car has to be.
" 5
"Kia Seltos is a nice car but not that SUV type feeling like Creta or Harrier. It looks like small creta pick up. 
" 5
"This SUV has a quality to down the sale of Hyundai Creta and MG Hector. This SUV has many special features. The day time running light of this SUV is amazing It is best in segment car Kia motors comes in India with the best product the design of this SUV.
Read More" 4
