review_title,review_url,review_text,review_likes,review_rating
Jeep compass,https://www.cardekho.com/jeep/compass/user-reviews,"With a striking interior and exterior design, host of feel-good features and multiple powertrain options, jeep seems to have cut no corners in equipping its first offering for India. Read More",0 Likes,4
Very good and cool product,https://www.cardekho.com/jeep/compass/user-reviews,I am not complaining for Jeep Compass but my reason for 4 stars is that of its pricing and maintenance. In the top model budget one can own a big car like Fortuner. Overall it is a good package but somewhere it has been differentiated from its own segment cars Just a status maintaining product but a good car . Read More,0 Likes,4
Third Class Car;,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is. Read More",0 Likes,1
Jeep Compass A Perfect Family Car,https://www.cardekho.com/jeep/compass/user-reviews,"The car has an awesome pick-up and comes with a marvelous look. It has full filled all my requirements, I love to drive this car especially off-roading and in hilly areas. Read More",0 Likes,5
Premium SUV,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass - Premium is the other word for it. A comfortable and porch car. Thank you jeep.,1 Likes,5
Nice car,https://www.cardekho.com/jeep/compass/user-reviews,Super nice look and interior also good.,0 Likes,5
My Bad I bought Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More",0 Likes,1
Safest vehicle,https://www.cardekho.com/jeep/compass/user-reviews," Jeep Compass SUV is awesome, the comfort, driving pleasure, off-roading capabilities are top notch, no comparison of this SUV in this segment.",0 Likes,5
Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass. Read More",0 Likes,1
JEEP COMPASS IS FAB AND OUTSTANDING SUV.,https://www.cardekho.com/jeep/compass/user-reviews,I am a pride owner of Jeep Compass limited plus 4x2. Buying this car is a good decision. I am glad about the performance of this car. I would surely recommend it. And if anyone is thinking to buy it go for it. Don't think of any harrier or hector. Compass is famous for its premium quality. Read More,0 Likes,5
Great machine,https://www.cardekho.com/jeep/compass/user-reviews,"Initially, I was a bit hesitant about Jeep Compass, but after months of usage, it feels great to own such a machine. High in power and styling, pure driving pleasure. Bit expensive but justified after checking competitors in the market. Read More",0 Likes,5
EXCELLENT PERFORMANCE OF JEEP EXCEPT LOW MILEAGE.,https://www.cardekho.com/jeep/compass/user-reviews,"BUYING OF JEEP COMPASS IS A GOOD DECISION. JEEP IS POWERFUL, NICE ON HIGHWAYS BUT BRAKING IS SUDDEN AND DRIVING IN CITY TRAFFIC IS NOT EASY. MY PETROL JEEP IS GIVING MILEAGE OF 10 KM/LTR INSTEAD OF 16 KM/LTR WHICH NEEDS TO BE CHECKED AND I MADE COMPLAINT AT SERVICE CENTER BUT NO SATISFACTORY REPLY / ACTION. AFTER SALES SERVICE IS GOOD EXCEPT MILEAG...Read More",0 Likes,4
An excellent Car,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is an ultimate SUV. Totally satisfied with my licence to off-road. The only drawback is less backspace. Unmatched power.,2 Likes,5
Best Car,https://www.cardekho.com/jeep/compass/user-reviews,"I just owned Jeep Compass, and I loved it. It's not a car but its the best option in this price range.",2 Likes,5
Darling car,https://www.cardekho.com/jeep/compass/user-reviews,The darling car of my life. Great to have such a wonderful car drive feature and beauty is excellent.,0 Likes,5
Most Awaited Car.,https://www.cardekho.com/jeep/compass/user-reviews,My dream car The best of look and ahead of all cars Its stunning look is attractive and a lot...,1 Likes,5
Excellent car.,https://www.cardekho.com/jeep/compass/user-reviews,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More",1 Likes,5
Excellent SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More",1 Likes,5
Not satisfied.,https://www.cardekho.com/jeep/compass/user-reviews,Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.,1 Likes,1
Value for money.,https://www.cardekho.com/jeep/compass/user-reviews,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so. Read More",1 Likes,5
Best Car Performance,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More",1 Likes,5
Poor Build Quality,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension.  Read More",1 Likes,1
Great car so far.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a great car because the dimensions of the car look brilliant and the pick-up of the car is tremendous.,0 Likes,5
Service issues,https://www.cardekho.com/jeep/compass/user-reviews,The car has very high service costs and also requires regular service. It costs me 2 lacs plus in last 12 months. I would not suggest buying this as this cost is not justified with the performance of the car. Complaints are not monitored by the company. They really don't care for your concern. Read More,0 Likes,1
My Best Car.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a most likely car I drown till know. It is superb I mostly like is comfort I was driving to Kerala from my place I had not to feel tired at all.,0 Likes,5
The Most Complete SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is an excellent SUV which scores on safety features and excellent all-round performance. Jeep Compass is an excellent highway cruiser. Jeep Compass comes with safety features such as traction control, rollover mitigation, ESP, Electronic Parking Brake, Hill Assist, Hill Descent Control as standard. Jeep compass build quality, interior ...Read More",0 Likes,5
Jeep compass-The Beast!,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a very good car. It is an SUV under 20lacs. It has a touch screen infotainment system, legroom is also very good. It gives a luxurious look. The AC provides cooling very fast. Connectivity is also good. 5 people can be seated easily. I have Grey colour of it. It also has led DRLs. Boot space is also very spacious. Ground Clearance i...Read More",0 Likes,5
#Jeeplife.,https://www.cardekho.com/jeep/compass/user-reviews,"True to its tag line ""GO ANYWHERE DO ANYTHING"" Jeep Compass is the Best SUV in its segment. Super build quality and above all it provides the best driving pleasure. #jeeplife. Read More",0 Likes,5
Super Beast,https://www.cardekho.com/jeep/compass/user-reviews,"Beast in hand, the word for this is a perfect car, It can ruin any car on road weather its highway or city driving, the car is unmatched, using from last one month and every day is like the first day. Now the drawback time, bad fuel efficiency 7-8 KMPL, and the major drawback is initial power lag that will always surprise you. I have to go as per c...Read More",0 Likes,5
Jeep compass,https://www.cardekho.com/jeep/compass/user-reviews,"With a striking interior and exterior design, host of feel-good features and multiple powertrain options, jeep seems to have cut no corners in equipping its first offering for India. Read More",0 Likes,4
Very good and cool product,https://www.cardekho.com/jeep/compass/user-reviews,I am not complaining for Jeep Compass but my reason for 4 stars is that of its pricing and maintenance. In the top model budget one can own a big car like Fortuner. Overall it is a good package but somewhere it has been differentiated from its own segment cars Just a status maintaining product but a good car . Read More,0 Likes,4
Third Class Car;,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is. Read More",0 Likes,1
Jeep Compass A Perfect Family Car,https://www.cardekho.com/jeep/compass/user-reviews,"The car has an awesome pick-up and comes with a marvelous look. It has full filled all my requirements, I love to drive this car especially off-roading and in hilly areas. Read More",0 Likes,5
Premium SUV,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass - Premium is the other word for it. A comfortable and porch car. Thank you jeep.,1 Likes,5
Nice car,https://www.cardekho.com/jeep/compass/user-reviews,Super nice look and interior also good.,0 Likes,5
My Bad I bought Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More",0 Likes,1
Safest vehicle,https://www.cardekho.com/jeep/compass/user-reviews," Jeep Compass SUV is awesome, the comfort, driving pleasure, off-roading capabilities are top notch, no comparison of this SUV in this segment.",0 Likes,5
Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass. Read More",0 Likes,1
JEEP COMPASS IS FAB AND OUTSTANDING SUV.,https://www.cardekho.com/jeep/compass/user-reviews,I am a pride owner of Jeep Compass limited plus 4x2. Buying this car is a good decision. I am glad about the performance of this car. I would surely recommend it. And if anyone is thinking to buy it go for it. Don't think of any harrier or hector. Compass is famous for its premium quality. Read More,0 Likes,5
Great machine,https://www.cardekho.com/jeep/compass/user-reviews,"Initially, I was a bit hesitant about Jeep Compass, but after months of usage, it feels great to own such a machine. High in power and styling, pure driving pleasure. Bit expensive but justified after checking competitors in the market. Read More",0 Likes,5
EXCELLENT PERFORMANCE OF JEEP EXCEPT LOW MILEAGE.,https://www.cardekho.com/jeep/compass/user-reviews,"BUYING OF JEEP COMPASS IS A GOOD DECISION. JEEP IS POWERFUL, NICE ON HIGHWAYS BUT BRAKING IS SUDDEN AND DRIVING IN CITY TRAFFIC IS NOT EASY. MY PETROL JEEP IS GIVING MILEAGE OF 10 KM/LTR INSTEAD OF 16 KM/LTR WHICH NEEDS TO BE CHECKED AND I MADE COMPLAINT AT SERVICE CENTER BUT NO SATISFACTORY REPLY / ACTION. AFTER SALES SERVICE IS GOOD EXCEPT MILEAG...Read More",0 Likes,4
An excellent Car,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is an ultimate SUV. Totally satisfied with my licence to off-road. The only drawback is less backspace. Unmatched power.,2 Likes,5
Best Car,https://www.cardekho.com/jeep/compass/user-reviews,"I just owned Jeep Compass, and I loved it. It's not a car but its the best option in this price range.",2 Likes,5
Darling car,https://www.cardekho.com/jeep/compass/user-reviews,The darling car of my life. Great to have such a wonderful car drive feature and beauty is excellent.,0 Likes,5
Most Awaited Car.,https://www.cardekho.com/jeep/compass/user-reviews,My dream car The best of look and ahead of all cars Its stunning look is attractive and a lot...,1 Likes,5
Excellent car.,https://www.cardekho.com/jeep/compass/user-reviews,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More",1 Likes,5
Excellent SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More",1 Likes,5
Not satisfied.,https://www.cardekho.com/jeep/compass/user-reviews,Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.,1 Likes,1
Value for money.,https://www.cardekho.com/jeep/compass/user-reviews,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so. Read More",1 Likes,5
Best Car Performance,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More",1 Likes,5
Poor Build Quality,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension.  Read More",1 Likes,1
Great car so far.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a great car because the dimensions of the car look brilliant and the pick-up of the car is tremendous.,0 Likes,5
Service issues,https://www.cardekho.com/jeep/compass/user-reviews,The car has very high service costs and also requires regular service. It costs me 2 lacs plus in last 12 months. I would not suggest buying this as this cost is not justified with the performance of the car. Complaints are not monitored by the company. They really don't care for your concern. Read More,0 Likes,1
My Best Car.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a most likely car I drown till know. It is superb I mostly like is comfort I was driving to Kerala from my place I had not to feel tired at all.,0 Likes,5
The Most Complete SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is an excellent SUV which scores on safety features and excellent all-round performance. Jeep Compass is an excellent highway cruiser. Jeep Compass comes with safety features such as traction control, rollover mitigation, ESP, Electronic Parking Brake, Hill Assist, Hill Descent Control as standard. Jeep compass build quality, interior ...Read More",0 Likes,5
Jeep compass-The Beast!,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a very good car. It is an SUV under 20lacs. It has a touch screen infotainment system, legroom is also very good. It gives a luxurious look. The AC provides cooling very fast. Connectivity is also good. 5 people can be seated easily. I have Grey colour of it. It also has led DRLs. Boot space is also very spacious. Ground Clearance i...Read More",0 Likes,5
#Jeeplife.,https://www.cardekho.com/jeep/compass/user-reviews,"True to its tag line ""GO ANYWHERE DO ANYTHING"" Jeep Compass is the Best SUV in its segment. Super build quality and above all it provides the best driving pleasure. #jeeplife. Read More",0 Likes,5
Super Beast,https://www.cardekho.com/jeep/compass/user-reviews,"Beast in hand, the word for this is a perfect car, It can ruin any car on road weather its highway or city driving, the car is unmatched, using from last one month and every day is like the first day. Now the drawback time, bad fuel efficiency 7-8 KMPL, and the major drawback is initial power lag that will always surprise you. I have to go as per c...Read More",0 Likes,5
Jeep compass,https://www.cardekho.com/jeep/compass/user-reviews,"With a striking interior and exterior design, host of feel-good features and multiple powertrain options, jeep seems to have cut no corners in equipping its first offering for India. Read More",0 Likes,4
Very good and cool product,https://www.cardekho.com/jeep/compass/user-reviews,I am not complaining for Jeep Compass but my reason for 4 stars is that of its pricing and maintenance. In the top model budget one can own a big car like Fortuner. Overall it is a good package but somewhere it has been differentiated from its own segment cars Just a status maintaining product but a good car . Read More,0 Likes,4
Third Class Car;,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is. Read More",0 Likes,1
Jeep Compass A Perfect Family Car,https://www.cardekho.com/jeep/compass/user-reviews,"The car has an awesome pick-up and comes with a marvelous look. It has full filled all my requirements, I love to drive this car especially off-roading and in hilly areas. Read More",0 Likes,5
Premium SUV,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass - Premium is the other word for it. A comfortable and porch car. Thank you jeep.,1 Likes,5
Nice car,https://www.cardekho.com/jeep/compass/user-reviews,Super nice look and interior also good.,0 Likes,5
My Bad I bought Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More",0 Likes,1
Safest vehicle,https://www.cardekho.com/jeep/compass/user-reviews," Jeep Compass SUV is awesome, the comfort, driving pleasure, off-roading capabilities are top notch, no comparison of this SUV in this segment.",0 Likes,5
Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass. Read More",0 Likes,1
JEEP COMPASS IS FAB AND OUTSTANDING SUV.,https://www.cardekho.com/jeep/compass/user-reviews,I am a pride owner of Jeep Compass limited plus 4x2. Buying this car is a good decision. I am glad about the performance of this car. I would surely recommend it. And if anyone is thinking to buy it go for it. Don't think of any harrier or hector. Compass is famous for its premium quality. Read More,0 Likes,5
Great machine,https://www.cardekho.com/jeep/compass/user-reviews,"Initially, I was a bit hesitant about Jeep Compass, but after months of usage, it feels great to own such a machine. High in power and styling, pure driving pleasure. Bit expensive but justified after checking competitors in the market. Read More",0 Likes,5
EXCELLENT PERFORMANCE OF JEEP EXCEPT LOW MILEAGE.,https://www.cardekho.com/jeep/compass/user-reviews,"BUYING OF JEEP COMPASS IS A GOOD DECISION. JEEP IS POWERFUL, NICE ON HIGHWAYS BUT BRAKING IS SUDDEN AND DRIVING IN CITY TRAFFIC IS NOT EASY. MY PETROL JEEP IS GIVING MILEAGE OF 10 KM/LTR INSTEAD OF 16 KM/LTR WHICH NEEDS TO BE CHECKED AND I MADE COMPLAINT AT SERVICE CENTER BUT NO SATISFACTORY REPLY / ACTION. AFTER SALES SERVICE IS GOOD EXCEPT MILEAG...Read More",0 Likes,4
An excellent Car,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is an ultimate SUV. Totally satisfied with my licence to off-road. The only drawback is less backspace. Unmatched power.,2 Likes,5
Best Car,https://www.cardekho.com/jeep/compass/user-reviews,"I just owned Jeep Compass, and I loved it. It's not a car but its the best option in this price range.",2 Likes,5
Darling car,https://www.cardekho.com/jeep/compass/user-reviews,The darling car of my life. Great to have such a wonderful car drive feature and beauty is excellent.,0 Likes,5
Most Awaited Car.,https://www.cardekho.com/jeep/compass/user-reviews,My dream car The best of look and ahead of all cars Its stunning look is attractive and a lot...,1 Likes,5
Excellent car.,https://www.cardekho.com/jeep/compass/user-reviews,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More",1 Likes,5
Excellent SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More",1 Likes,5
Not satisfied.,https://www.cardekho.com/jeep/compass/user-reviews,Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.,1 Likes,1
Value for money.,https://www.cardekho.com/jeep/compass/user-reviews,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so. Read More",1 Likes,5
Best Car Performance,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More",1 Likes,5
Poor Build Quality,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension.  Read More",1 Likes,1
Great car so far.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a great car because the dimensions of the car look brilliant and the pick-up of the car is tremendous.,0 Likes,5
Service issues,https://www.cardekho.com/jeep/compass/user-reviews,The car has very high service costs and also requires regular service. It costs me 2 lacs plus in last 12 months. I would not suggest buying this as this cost is not justified with the performance of the car. Complaints are not monitored by the company. They really don't care for your concern. Read More,0 Likes,1
My Best Car.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a most likely car I drown till know. It is superb I mostly like is comfort I was driving to Kerala from my place I had not to feel tired at all.,0 Likes,5
The Most Complete SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is an excellent SUV which scores on safety features and excellent all-round performance. Jeep Compass is an excellent highway cruiser. Jeep Compass comes with safety features such as traction control, rollover mitigation, ESP, Electronic Parking Brake, Hill Assist, Hill Descent Control as standard. Jeep compass build quality, interior ...Read More",0 Likes,5
Jeep compass-The Beast!,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a very good car. It is an SUV under 20lacs. It has a touch screen infotainment system, legroom is also very good. It gives a luxurious look. The AC provides cooling very fast. Connectivity is also good. 5 people can be seated easily. I have Grey colour of it. It also has led DRLs. Boot space is also very spacious. Ground Clearance i...Read More",0 Likes,5
#Jeeplife.,https://www.cardekho.com/jeep/compass/user-reviews,"True to its tag line ""GO ANYWHERE DO ANYTHING"" Jeep Compass is the Best SUV in its segment. Super build quality and above all it provides the best driving pleasure. #jeeplife. Read More",0 Likes,5
Super Beast,https://www.cardekho.com/jeep/compass/user-reviews,"Beast in hand, the word for this is a perfect car, It can ruin any car on road weather its highway or city driving, the car is unmatched, using from last one month and every day is like the first day. Now the drawback time, bad fuel efficiency 7-8 KMPL, and the major drawback is initial power lag that will always surprise you. I have to go as per c...Read More",0 Likes,5
Jeep compass,https://www.cardekho.com/jeep/compass/user-reviews,"With a striking interior and exterior design, host of feel-good features and multiple powertrain options, jeep seems to have cut no corners in equipping its first offering for India. Read More",0 Likes,4
Very good and cool product,https://www.cardekho.com/jeep/compass/user-reviews,I am not complaining for Jeep Compass but my reason for 4 stars is that of its pricing and maintenance. In the top model budget one can own a big car like Fortuner. Overall it is a good package but somewhere it has been differentiated from its own segment cars Just a status maintaining product but a good car . Read More,0 Likes,4
Third Class Car;,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is. Read More",0 Likes,1
Jeep Compass A Perfect Family Car,https://www.cardekho.com/jeep/compass/user-reviews,"The car has an awesome pick-up and comes with a marvelous look. It has full filled all my requirements, I love to drive this car especially off-roading and in hilly areas. Read More",0 Likes,5
Premium SUV,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass - Premium is the other word for it. A comfortable and porch car. Thank you jeep.,1 Likes,5
Nice car,https://www.cardekho.com/jeep/compass/user-reviews,Super nice look and interior also good.,0 Likes,5
My Bad I bought Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More",0 Likes,1
Safest vehicle,https://www.cardekho.com/jeep/compass/user-reviews," Jeep Compass SUV is awesome, the comfort, driving pleasure, off-roading capabilities are top notch, no comparison of this SUV in this segment.",0 Likes,5
Jeep Compass,https://www.cardekho.com/jeep/compass/user-reviews,"Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass. Read More",0 Likes,1
JEEP COMPASS IS FAB AND OUTSTANDING SUV.,https://www.cardekho.com/jeep/compass/user-reviews,I am a pride owner of Jeep Compass limited plus 4x2. Buying this car is a good decision. I am glad about the performance of this car. I would surely recommend it. And if anyone is thinking to buy it go for it. Don't think of any harrier or hector. Compass is famous for its premium quality. Read More,0 Likes,5
Great machine,https://www.cardekho.com/jeep/compass/user-reviews,"Initially, I was a bit hesitant about Jeep Compass, but after months of usage, it feels great to own such a machine. High in power and styling, pure driving pleasure. Bit expensive but justified after checking competitors in the market. Read More",0 Likes,5
EXCELLENT PERFORMANCE OF JEEP EXCEPT LOW MILEAGE.,https://www.cardekho.com/jeep/compass/user-reviews,"BUYING OF JEEP COMPASS IS A GOOD DECISION. JEEP IS POWERFUL, NICE ON HIGHWAYS BUT BRAKING IS SUDDEN AND DRIVING IN CITY TRAFFIC IS NOT EASY. MY PETROL JEEP IS GIVING MILEAGE OF 10 KM/LTR INSTEAD OF 16 KM/LTR WHICH NEEDS TO BE CHECKED AND I MADE COMPLAINT AT SERVICE CENTER BUT NO SATISFACTORY REPLY / ACTION. AFTER SALES SERVICE IS GOOD EXCEPT MILEAG...Read More",0 Likes,4
An excellent Car,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is an ultimate SUV. Totally satisfied with my licence to off-road. The only drawback is less backspace. Unmatched power.,2 Likes,5
Best Car,https://www.cardekho.com/jeep/compass/user-reviews,"I just owned Jeep Compass, and I loved it. It's not a car but its the best option in this price range.",2 Likes,5
Darling car,https://www.cardekho.com/jeep/compass/user-reviews,The darling car of my life. Great to have such a wonderful car drive feature and beauty is excellent.,0 Likes,5
Most Awaited Car.,https://www.cardekho.com/jeep/compass/user-reviews,My dream car The best of look and ahead of all cars Its stunning look is attractive and a lot...,1 Likes,5
Excellent car.,https://www.cardekho.com/jeep/compass/user-reviews,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More",1 Likes,5
Excellent SUV,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More",1 Likes,5
Not satisfied.,https://www.cardekho.com/jeep/compass/user-reviews,Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.,1 Likes,1
Value for money.,https://www.cardekho.com/jeep/compass/user-reviews,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so. Read More",1 Likes,5
Best Car Performance,https://www.cardekho.com/jeep/compass/user-reviews,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More",1 Likes,5
Poor Build Quality,https://www.cardekho.com/jeep/compass/user-reviews,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension.  Read More",1 Likes,1
Great car so far.,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass is a great car because the dimensions of the car look brilliant and the pick-up of the car is tremendous.,0 Likes,5
